"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-DC)"
"96110905910392","Nodes","Blue Star Garage DG, Site ID 5403","21.000000","34.999999","Default Known Pressure Node","Known Pressure","588515.815528","152714.573446","","499.999994","","","","","","","","","139.909576","156.460279","","","","","","","","","",""
"96110905910478","Nodes","","21.000000","34.925287","Default Known Flow Node","Known Flow","588518.969713","152712.944536","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910477","Nodes","","21.000000","34.837522","Default Known Flow Node","Known Flow","588520.110000","152657.020000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910479","Nodes","","21.000000","34.925287","Default Known Flow Node","Known Flow","588558.317391","152715.362436","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910411","Nodes","","21.000000","22.676366","Default Known Flow Node","Known Flow","587184.860000","153070.270000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910463","Nodes","","21.000000","22.676366","Default Known Flow Node","Known Flow","587049.985000","153159.645000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910438","Nodes","","21.000000","28.721634","Default Known Flow Node","Known Flow","586618.235000","152756.270000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910520","Nodes","","21.000000","28.820396","Default Known Flow Node","Known Flow","586985.485000","152617.645000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910444","Nodes","","21.000000","28.825646","DDS demands","Known Flow","586983.860000","152617.520000","","0.000000","","","","","-6.690000","","","","-5.982318","-6.690000","","","","","","","D1 PROFILE","","",""
"96110905910437","Nodes","","21.000000","28.677653","Default Known Flow Node","Known Flow","586596.985000","152696.770000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910441","Nodes","","21.000000","27.806047","Default Known Flow Node","Known Flow","586954.610000","152683.395000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910440","Nodes","","21.000000","27.806047","Default Known Flow Node","Known Flow","586929.735000","152710.895000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910412","Nodes","","21.000000","27.806047","Default Known Flow Node","Known Flow","586962.360000","152684.270000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910443","Nodes","","21.000000","27.910486","DDS demands","Known Flow","586972.235000","152664.770000","","0.000000","","","","","-24.919999","","","","-22.283908","-24.919999","","","","","","","D1 PROFILE","","",""
"96110905910442","Nodes","","21.000000","27.719117","DDS demands","Known Flow","586965.860000","152701.270000","","0.000000","","","","","-13.749999","","","","-12.295496","-13.749999","","","","","","","D1 PROFILE","","",""
"96110905910445","Nodes","","21.000000","27.954541","Default Known Flow Node","Known Flow","587000.860000","152680.770000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910514","Nodes","","21.000000","23.830408","DDS demands","Known Flow","587254.735000","152892.770000","","0.000000","","","","","-19.399998","","","","-17.347825","-19.399998","","","","","","","D1 PROFILE","","",""
"96110905910526","Nodes","","21.000000","21.522823","DDS demands","Known Flow","587403.563469","152713.839401","","0.000000","","","","","-5.519999","","","","-4.936082","-5.519999","","","","","","","D1 PROFILE","","",""
"96110905910516","Nodes","","21.000000","23.874827","Default Known Flow Node","Known Flow","587340.360000","152921.520000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910515","Nodes","","21.000000","23.874827","Default Known Flow Node","Known Flow","587308.235000","152922.770000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910517","Nodes","","21.000000","23.874827","Default Known Flow Node","Known Flow","587372.360000","152905.770000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910215","Nodes","","21.000000","21.385445","DDS demands","Known Flow","587422.753778","152744.578827","","0.000000","","","","","-9.540000","","","","-8.530839","-9.540000","","","","","","","D1 PROFILE","","",""
"96110905910528","Nodes","","21.000000","21.567428","Default Known Flow Node","Known Flow","587450.477792","152673.731079","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910529","Nodes","","21.000000","21.567428","Default Known Flow Node","Known Flow","587451.847553","152671.933268","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910530","Nodes","","21.000000","21.612038","Default Known Flow Node","Known Flow","587458.097089","152681.264766","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910527","Nodes","","21.000000","21.567428","Default Known Flow Node","Known Flow","587449.450471","152659.519806","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910522","Nodes","","21.000000","26.698244","Default Known Flow Node","Known Flow","587649.735000","152659.520000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910523","Nodes","","21.000000","26.831093","Default Known Flow Node","Known Flow","587663.735000","152750.270000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910402","Nodes","","21.000000","26.831093","Default Known Flow Node","Known Flow","587664.110000","152752.145000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910524","Nodes","","21.000000","26.919686","Default Known Flow Node","Known Flow","587678.610000","152762.645000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910521","Nodes","","21.000000","26.831093","Default Known Flow Node","Known Flow","587645.610000","152761.520000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910439","Nodes","","21.000000","27.084289","Default Known Flow Node","Known Flow","586852.360000","152699.395000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910413","Nodes","","21.000000","27.084289","DDS demands","Known Flow","586861.735000","152749.395000","","0.000000","","","","","-9.140000","","","","-8.173152","-9.140000","","","","","","","D1 PROFILE","","",""
"96110905910211","Nodes","","21.000000","24.320336","DDS demands","Known Flow","587240.297500","152861.020000","","0.000000","","","","","-2.390000","","","","-2.137181","-2.390000","","","","","","","D1 PROFILE","","",""
"96110900005404","Nodes","","21.000000","28.510909","Default Known Flow Node","Known Flow","586542.047500","152758.848125","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910459","Nodes","","21.000000","28.458926","Default Known Flow Node","Known Flow","587111.110000","152625.535625","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910461","Nodes","","21.000000","28.502959","Default Known Flow Node","Known Flow","587120.110000","152672.770000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910447","Nodes","","21.000000","29.043744","Default Known Flow Node","Known Flow","586803.110000","152776.270000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910448","Nodes","","21.000000","28.955801","Default Known Flow Node","Known Flow","586816.860000","152773.520000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910446","Nodes","","21.000000","28.955801","Default Known Flow Node","Known Flow","586792.235000","152760.520000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910449","Nodes","","21.000000","21.245214","Default Known Flow Node","Known Flow","587342.448705","152817.998931","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910450","Nodes","","21.000000","21.245214","DDS demands","Known Flow","587364.330775","152839.668554","","0.000000","","","","","-6.380000","","","","-5.705110","-6.380000","","","","","","","D1 PROFILE","","",""
"96110905910451","Nodes","","21.000000","21.278756","Default Known Flow Node","Known Flow","587387.235000","152857.145000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910452","Nodes","","21.000000","21.278756","DDS demands","Known Flow","587398.860000","152852.645000","","0.000000","","","","","-11.360000","","","","-10.158315","-11.360000","","","","","","","D1 PROFILE","","",""
"96110905910462","Nodes","","21.000000","28.502959","Default Known Flow Node","Known Flow","587120.110000","152679.145000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910453","Nodes","","21.000000","21.381393","DDS demands","Known Flow","587423.676247","152745.752878","","0.000000","","","","","-2.219999","","","","-1.985163","-2.219999","","","","","","","D1 PROFILE","","",""
"96110905910214","Nodes","","21.000000","21.413314","DDS demands","Known Flow","587491.719038","152832.365200","","0.000000","","","","","-11.209999","","","","-10.024182","-11.209999","","","","","","","D1 PROFILE","","",""
"96110905910454","Nodes","","21.000000","21.412390","DDS demands","Known Flow","587494.030395","152834.187616","","0.000000","","","","","-8.359999","","","","-7.475661","-8.359999","","","","","","","D1 PROFILE","","",""
"96110905910460","Nodes","","21.000000","28.502959","Default Known Flow Node","Known Flow","587118.360000","152673.020000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910534","Nodes","","21.000000","30.665746","Default Known Flow Node","Known Flow","587353.860000","151995.473125","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910532","Nodes","","21.000000","27.778110","Default Known Flow Node","Known Flow","586386.797500","152549.332500","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910533","Nodes","","21.000000","27.778110","Default Known Flow Node","Known Flow","586415.047500","152531.316875","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110900000003","Nodes","","21.000000","33.674385","Default Known Flow Node","Known Flow","588383.161624","152705.472445","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110900000001","Nodes","","21.000000","33.762269","Default Known Flow Node","Known Flow","588516.396528","152515.299547","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110900000002","Nodes","","21.000000","28.340237","Default Known Flow Node","Known Flow","586316.139159","152733.816809","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110900000018","Nodes","","21.000000","30.571330","Default Known Flow Node","Known Flow","587276.300771","152450.456655","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110900000007","Nodes","","21.000000","29.007303","Default Known Flow Node","Known Flow","586717.282315","152763.205288","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110900000010","Nodes","","21.000000","29.103058","Default Known Flow Node","Known Flow","586736.115894","152709.949262","","0.000000","","","","","-12.789999","","","","-11.437046","-12.789999","","","","","","","D1 PROFILE","","",""
"96110900000013","Nodes","","21.000000","28.656563","Default Known Flow Node","Known Flow","587042.449614","152620.916131","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110900000004","Nodes","","21.000000","28.340237","Default Known Flow Node","Known Flow","586316.655721","152753.015720","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110900000008","Nodes","","21.000000","29.007303","Default Known Flow Node","Known Flow","586711.908741","152769.393039","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110900000009","Nodes","","21.000000","29.007303","Default Known Flow Node","Known Flow","586699.696073","152798.214936","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110900000011","Nodes","","21.000000","29.103058","Default Known Flow Node","Known Flow","586722.561154","152688.031259","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110900000012","Nodes","","21.000000","29.103058","Default Known Flow Node","Known Flow","586715.891197","152677.232281","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110900000014","Nodes","","21.000000","28.656563","Default Known Flow Node","Known Flow","587054.911770","152676.012350","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110900000017","Nodes","","21.000000","21.430643","Default Known Flow Node","Known Flow","587813.608143","152845.079024","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110900000019","Nodes","","21.000000","30.571330","Default Known Flow Node","Known Flow","587338.237325","152499.307100","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96110905910535","Nodes","","21.000000","28.356499","Default Known Flow Node","Known Flow","586223.422500","152719.613750","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"961109-5910404","Nodes","","21.000000","21.389598","Default Known Flow Node","Known Flow","587734.485000","152910.895000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
