"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"82000100009272","Nodes",,21.000000,37.874135,"Default Known Flow Node","Known Flow",429671.728074,108598.934761,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009277","Nodes",,21.000000,35.901127,"Default Known Flow Node","Known Flow",430001.054163,108572.787754,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009278","Nodes",,21.000000,31.949656,"Default Known Flow Node","Known Flow",430081.199185,108243.126664,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009280","Nodes",,21.000000,31.975986,"Default Known Flow Node","Known Flow",430102.431191,108383.019702,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009281","Nodes",,21.000000,31.975986,"Default Known Flow Node","Known Flow",430093.653188,108395.089705,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009282","Nodes",,21.000000,31.945497,"Default Known Flow Node","Known Flow",430116.443195,108233.506661,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009283","Nodes",,21.000000,31.945497,"Default Known Flow Node","Known Flow",430124.276197,108234.226662,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009290","Nodes",,21.000000,38.548475,"Default Known Flow Node","Known Flow",429867.517127,108628.362769,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009291","Nodes",,21.000000,36.636715,"Default Known Flow Node","Known Flow",429940.864147,108616.769766,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009296","Nodes",,21.000000,32.863899,"Default Known Flow Node","Known Flow",429879.463130,108205.581654,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009297","Nodes",,21.000000,32.856662,"Default Known Flow Node","Known Flow",429978.879157,108202.594653,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009298","Nodes",,21.000000,32.856662,"Default Known Flow Node","Known Flow",429978.854157,108199.593652,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009299","Nodes",,21.000000,32.023035,"Default Known Flow Node","Known Flow",430082.585185,108273.594672,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009302","Nodes",,21.000000,31.736929,"Default Known Flow Node","Known Flow",429816.859388,108202.418928,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009303","Nodes",,21.000000,31.736929,"Default Known Flow Node","Known Flow",429815.384113,108209.254655,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009305","Nodes",,21.000000,32.926192,"Default Known Flow Node","Known Flow",429885.998132,108205.783654,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009230","Nodes",,21.000000,33.176348,"Default Known Flow Node","Known Flow",430087.305187,108195.671651,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009311","Nodes",,21.000000,35.905968,"Default Known Flow Node","Known Flow",429999.448163,108572.803754,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009310","Nodes",,21.000000,35.982891,"Default Known Flow Node","Known Flow",429985.871159,108436.833717,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009313","Nodes",,21.000000,32.014785,"Default Known Flow Node","Known Flow",430079.195342,108254.946780,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009255","Nodes",,21.000000,32.019090,"Default Known Flow Node","Known Flow",430084.962186,108344.907692,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009316","Nodes",,21.000000,31.975986,"Default Known Flow Node","Known Flow",430078.384184,108421.007712,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009318","Nodes",,21.000000,37.370447,"Default Known Flow Node","Known Flow",429713.506085,108767.828807,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009319","Nodes",,21.000000,37.370447,"Default Known Flow Node","Known Flow",429695.617080,108749.145802,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009234","Nodes",,21.000000,37.345493,"Default Known Flow Node","Known Flow",429745.526094,108788.563812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009321","Nodes",,21.000000,31.495529,"Default Known Flow Node","Known Flow",429800.251108,108211.220655,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009324","Nodes",,21.000000,38.421953,"Default Known Flow Node","Known Flow",429745.028093,108638.620772,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009243","Nodes",,21.000000,38.944673,"Default Known Flow Node","Known Flow",429840.311119,108698.938788,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009095","Nodes",,21.000000,37.177744,"Default Known Flow Node","Known Flow",429699.176081,108787.741812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009328","Nodes",,21.000000,38.767639,"Default Known Flow Node","Known Flow",429843.514266,108669.246277,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009334","Nodes",,21.000000,31.358330,"Default Known Flow Node","Known Flow",429750.346095,108839.296826,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009336","Nodes",,21.000000,31.369321,"DDS demands","Known Flow",429739.335092,108879.923837,,0.000000,-34.569998,,,,,,,,,-30.913111,-34.569998,,"","C1 PROFILE",,,,,,,,
"82000100009339","Nodes",,21.000000,31.416136,"Default Known Flow Node","Known Flow",429731.361090,108895.024841,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009341","Nodes",,21.000000,33.209025,"Default Known Flow Node","Known Flow",429525.525483,108942.136623,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009333","Nodes",,21.000000,31.543987,"Default Known Flow Node","Known Flow",429728.631089,108891.965841,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009119","Nodes",,21.000000,24.544354,"Default Known Flow Node","Known Flow",430194.623216,107253.127395,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009350","Nodes",,21.000000,34.622274,"Default Known Flow Node","Known Flow",430170.873209,108170.777644,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009354","Nodes",,21.000000,36.711021,"Default Known Flow Node","Known Flow",430271.224237,108131.193634,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009358","Nodes",,21.000000,36.895620,"Default Known Flow Node","Known Flow",430267.858236,108166.426643,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009372","Nodes",,21.000000,35.767133,"Default Known Flow Node","Known Flow",430221.275223,108172.422645,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009359","Nodes",,21.000000,36.895620,"Default Known Flow Node","Known Flow",430270.610236,108162.712642,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009365","Nodes",,21.000000,36.100500,"Default Known Flow Node","Known Flow",430304.392246,108030.581606,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009366","Nodes",,21.000000,34.622274,"Default Known Flow Node","Known Flow",430164.437208,108147.881638,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009367","Nodes",,21.000000,34.622274,"Default Known Flow Node","Known Flow",430166.550208,108147.492638,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009368","Nodes",,21.000000,37.142060,"Default Known Flow Node","Known Flow",430267.441236,108203.931653,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009370","Nodes",,21.000000,36.125449,"Default Known Flow Node","Known Flow",430287.757734,108030.258895,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009375","Nodes",,21.000000,34.917511,"Default Known Flow Node","Known Flow",430212.388221,108253.353667,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009381","Nodes",,21.000000,34.058707,"DDS demands","Known Flow",430609.113329,108508.830736,,0.000000,,,,,-7.070000,,,,,-6.322121,-7.070000,,"",,,,,"D1 PROFILE",,,,
"82000100009384","Nodes",,21.000000,34.934332,"Default Known Flow Node","Known Flow",430197.678217,108238.419663,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009385","Nodes",,21.000000,34.928344,"Default Known Flow Node","Known Flow",430596.971325,108382.866702,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009371","Nodes",,21.000000,38.367558,"Default Known Flow Node","Known Flow",430341.292256,108200.847652,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009388","Nodes",,21.000000,34.056372,"Default Known Flow Node","Known Flow",430608.744328,108504.650735,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009391","Nodes",,21.000000,34.580307,"Default Known Flow Node","Known Flow",430945.539028,107764.918510,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009392","Nodes",,21.000000,34.580307,"Default Known Flow Node","Known Flow",430942.973419,107762.618533,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009091","Nodes",,21.000000,25.188584,"Default Known Flow Node","Known Flow",429269.177964,108297.009679,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009082","Nodes",,21.000000,33.268994,"Default Known Flow Node","Known Flow",429476.530020,108661.373778,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009214","Nodes",,21.000000,33.170816,"Default Known Flow Node","Known Flow",430081.309185,108196.816651,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009253","Nodes",,21.000000,32.043895,"Default Known Flow Node","Known Flow",430075.993184,108275.514673,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009035","Nodes",,21.000000,26.185173,"DDS demands","Known Flow",429369.564991,107196.670379,,0.000000,,,-2.069999,,-2.720000,,,,,-4.283303,-4.790000,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,
"82000100009045","Nodes",,21.000000,26.092058,"Default Known Flow Node","Known Flow",429448.491013,107977.442592,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009050","Nodes",,21.000000,25.110389,"Default Known Flow Node","Known Flow",429455.570015,108024.431604,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009043","Nodes",,21.000000,25.411534,"Default Known Flow Node","Known Flow",429418.725005,108020.964604,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009138","Nodes",,21.000000,28.369935,"Default Known Flow Node","Known Flow",429677.319075,107997.215597,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009121","Nodes",,21.000000,25.592825,"Default Known Flow Node","Known Flow",429938.044146,107612.638492,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009151","Nodes",,21.000000,29.577330,"Default Known Flow Node","Known Flow",429974.782156,107908.914573,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009215","Nodes",,21.000000,25.943394,"Default Known Flow Node","Known Flow",429738.803092,107753.745531,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009221","Nodes",,21.000000,29.322063,"Default Known Flow Node","Known Flow",429715.635085,108116.592630,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009317","Nodes","09317, P14134174, GOSPORT LANE, SCH 20.95",24.000000,32.841146,"CSEP Unmatched","Known Flow",430079.170208,108168.363030,,0.000000,,,,,,,,,-20.950000,-18.733864,-20.950000,,"",,,,,,,,,"DC PROFILE"
"82000100009155","Nodes",,21.000000,29.714809,"Default Known Flow Node","Known Flow",429941.886147,107960.384587,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009174","Nodes",,21.000000,28.982236,"Default Known Flow Node","Known Flow",429935.317145,107870.332563,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009153","Nodes",,21.000000,29.905952,"Default Known Flow Node","Known Flow",430040.509174,107807.265545,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009239","Nodes",,21.000000,32.941289,"Default Known Flow Node","Known Flow",429917.826140,108195.080651,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009320","Nodes",,21.000000,37.345493,"Default Known Flow Node","Known Flow",429764.851099,108794.803814,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009279","Nodes",,21.000000,31.937670,"Default Known Flow Node","Known Flow",430087.235187,108237.086662,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009251","Nodes",,21.000000,35.792025,"Default Known Flow Node","Known Flow",430010.792166,108345.537692,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009300","Nodes",,21.000000,31.945357,"Default Known Flow Node","Known Flow",430124.836197,108229.037660,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009270","Nodes",,21.000000,31.975789,"Default Known Flow Node","Known Flow",430084.211186,108382.041702,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009337","Nodes",,21.000000,31.369321,"Default Known Flow Node","Known Flow",429764.773099,108900.464843,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009340","Nodes",,21.000000,31.357543,"Default Known Flow Node","Known Flow",429794.319107,108836.826826,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009355","Nodes",,21.000000,36.711021,"Default Known Flow Node","Known Flow",430258.713233,108131.708634,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009390","Nodes",,21.000000,34.380073,"Default Known Flow Node","Known Flow",431080.446457,107681.555511,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100009463","Nodes",,21.000000,30.669030,"Default Known Flow Node","Known Flow",429758.317859,108188.372390,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000124","Nodes",,21.000000,33.585778,"DDS demands","Known Flow",429536.468582,108734.413924,,0.000000,,,,,-4.239999,,,,,-3.791483,-4.239999,,"",,,,,"D1 PROFILE",,,,
"82000100000102","Nodes",,21.000000,33.488038,"DDS demands","Known Flow",429403.481594,108837.547641,,0.000000,,,,,-4.280000,,,,,-3.827252,-4.280000,,"",,,,,"D1 PROFILE",,,,
"82000100000267","Nodes",,21.000000,30.884175,"DDS demands","Known Flow",430065.142926,108040.591252,,0.000000,,,,,-3.240000,,,,,-2.897266,-3.240000,,"",,,,,"D1 PROFILE",,,,
"82000100000133","Nodes",,21.000000,36.402021,"Default Known Flow Node","Known Flow",429882.806990,108424.840730,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000202","Nodes",,21.000000,33.632067,"Default Known Flow Node","Known Flow",429613.124053,108860.636636,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000214","Nodes",,21.000000,33.320588,"Default Known Flow Node","Known Flow",429559.448344,108906.283408,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000236","Nodes",,21.000000,32.912571,"Default Known Flow Node","Known Flow",429707.886012,108870.490045,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000219","Nodes",,21.000000,34.726210,"Default Known Flow Node","Known Flow",429665.998255,108818.368547,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000269","Nodes",,21.000000,32.455913,"Default Known Flow Node","Known Flow",430026.649233,108275.397841,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000255","Nodes",,21.000000,35.137379,"DDS demands","Known Flow",430533.957341,108336.432903,,0.000000,,,,,-4.230000,,,,,-3.782541,-4.230000,,"",,,,,"D1 PROFILE",,,,
"82000100000106","Nodes",,21.000000,33.449393,"DDS demands","Known Flow",429454.750297,108727.288912,,0.000000,,,,,-5.789999,,,,,-5.177521,-5.789999,,"",,,,,"D1 PROFILE",,,,
"82000100000264","Nodes",,21.000000,29.737582,"Default Known Flow Node","Known Flow",429935.674952,107983.841274,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000263","Nodes",,21.000000,36.333353,"DDS demands","Known Flow",429961.755184,108597.259026,,0.000000,,,,,-4.190000,,,,,-3.746773,-4.190000,,"",,,,,"D1 PROFILE",,,,
"82000100000274","Nodes",,21.000000,32.267400,"DDS demands","Known Flow",430044.686037,108281.375769,,0.000000,,,,,-5.429999,,,,,-4.855602,-5.429999,,"",,,,,"D1 PROFILE",,,,
"82000100000039","Nodes",,21.000000,34.755840,"Default Known Flow Node","Known Flow",430682.854598,108446.719048,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000042","Nodes",,21.000000,34.603193,"Default Known Flow Node","Known Flow",430796.234458,108532.313325,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000252","Nodes",,21.000000,37.600276,"Default Known Flow Node","Known Flow",430381.525848,108224.619613,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000110","Nodes",,21.000000,33.336579,"Default Known Flow Node","Known Flow",429510.139537,108673.622599,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000265","Nodes",,21.000000,29.768174,"DDS demands","Known Flow",429954.333243,108015.202841,,0.000000,,,,,-5.119999,,,,,-4.578395,-5.119999,,"",,,,,"D1 PROFILE",,,,
"82000100000271","Nodes",,21.000000,33.275859,"Default Known Flow Node","Known Flow",429943.571957,108275.613726,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000185","Nodes",,21.000000,36.413244,"DDS demands","Known Flow",429776.612482,108482.087660,,0.000000,,,,,-6.099999,,,,,-5.454729,-6.099999,,"",,,,,"D1 PROFILE",,,,
"82000100000142","Nodes",,21.000000,36.402004,"DDS demands","Known Flow",429838.409307,108429.837243,,0.000000,,,,,-6.399999,,,,,-5.722994,-6.399999,,"",,,,,"D1 PROFILE",,,,
"82000100000261","Nodes",,21.000000,35.867859,"DDS demands","Known Flow",430028.367926,108564.870137,,0.000000,,,,,-1.059999,,,,,-0.947870,-1.059999,,"",,,,,"D1 PROFILE",,,,
"82000100000259","Nodes",,21.000000,35.956294,"Default Known Flow Node","Known Flow",429990.696811,108478.254047,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000272","Nodes",,21.000000,33.322468,"Default Known Flow Node","Known Flow",429929.495534,108281.124789,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000240","Nodes",,21.000000,34.112353,"Default Known Flow Node","Known Flow",429669.052236,108835.674254,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000254","Nodes",,21.000000,35.116613,"DDS demands","Known Flow",430490.645920,108328.894797,,0.000000,,,,,-7.659999,,,,,-6.849708,-7.659999,,"",,,,,"D1 PROFILE",,,,
"82000100000013","Nodes",,21.000000,34.101837,"Default Known Flow Node","Known Flow",430590.657237,108543.291617,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000087","Nodes",,21.000000,34.188463,"DDS demands","Known Flow",430587.622673,108418.192824,,0.000000,,,,,-2.250000,,,,,-2.011990,-2.250000,,"",,,,,"D1 PROFILE",,,,
"82000100000001","Nodes",,21.000000,34.987707,"DDS demands","Known Flow",430480.599221,108348.298485,,0.000000,,,,,-5.500000,,,,,-4.918198,-5.500000,,"",,,,,"D1 PROFILE",,,,
"82000100000256","Nodes",,21.000000,34.811640,"DDS demands","Known Flow",430484.283824,108382.246838,,0.000000,,,,,-4.559999,,,,,-4.077633,-4.559999,,"",,,,,"D1 PROFILE",,,,
"82000100000005","Nodes",,21.000000,34.707536,"DDS demands","Known Flow",430490.359173,108404.588262,,0.000000,,,,,-4.460000,,,,,-3.988211,-4.460000,,"",,,,,"D1 PROFILE",,,,
"82000100000009","Nodes",,21.000000,34.421064,"DDS demands","Known Flow",430510.240379,108474.238261,,0.000000,,,,,-3.890000,,,,,-3.478507,-3.890000,,"",,,,,"D1 PROFILE",,,,
"82000100000033","Nodes",,21.000000,34.086664,"DDS demands","Known Flow",430596.235944,108452.569004,,0.000000,,,,,-5.929999,,,,,-5.302711,-5.929999,,"",,,,,"D1 PROFILE",,,,
"82000100000084","Nodes",,21.000000,34.044785,"DDS demands","Known Flow",430603.748031,108483.405905,,0.000000,,,,,-4.349999,,,,,-3.889847,-4.349999,,"",,,,,"D1 PROFILE",,,,
"82000100000037","Nodes",,21.000000,35.071510,"Default Known Flow Node","Known Flow",430553.813525,108351.064545,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000110000256","Nodes",,21.000000,34.990481,"Default Known Flow Node","Known Flow",430578.239851,108369.063837,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000077","Nodes",,21.000000,36.572018,"DDS demands","Known Flow",430432.694314,108260.890042,,0.000000,,,-5.610000,,-1.179999,,,,,-6.071739,-6.790000,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,
"82000101000254","Nodes",,21.000000,35.831514,"Default Known Flow Node","Known Flow",430471.762161,108289.917606,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000104","Nodes",,21.000000,33.448956,"Default Known Flow Node","Known Flow",429400.581134,108789.844247,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000109","Nodes",,21.000000,33.445497,"Default Known Flow Node","Known Flow",429492.210852,108707.562919,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000125","Nodes",,21.000000,33.758776,"DDS demands","Known Flow",429598.817551,108767.184057,,0.000000,,,,,-14.100000,,,,,-12.608473,-14.100000,,"",,,,,"D1 PROFILE",,,,
"82000100000126","Nodes",,21.000000,33.980692,"DDS demands","Known Flow",429627.227145,108808.749598,,0.000000,,,,,-5.879999,,,,,-5.258001,-5.879999,,"",,,,,"D1 PROFILE",,,,
"82000100000244","Nodes",,21.000000,34.081281,"Default Known Flow Node","Known Flow",429641.482227,108819.163087,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000176","Nodes",,21.000000,36.394944,"DDS demands","Known Flow",429813.138613,108441.776622,,0.000000,,,,,-5.079999,,,,,-4.542626,-5.079999,,"",,,,,"D1 PROFILE",,,,
"82000100000188","Nodes",,21.000000,34.021975,"Default Known Flow Node","Known Flow",429646.928901,108836.132798,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000201","Nodes",,21.000000,33.785007,"Default Known Flow Node","Known Flow",429626.148242,108850.656942,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000203","Nodes",,21.000000,33.399131,"DDS demands","Known Flow",429586.148581,108883.876291,,0.000000,-11.390000,,,,-7.150000,,,,,-16.578800,-18.540000,,"","C1 PROFILE",,,,"D1 PROFILE",,,,
"82000100000223","Nodes",,21.000000,36.182478,"Default Known Flow Node","Known Flow",429685.260465,108800.970627,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000226","Nodes",,21.000000,34.063989,"Default Known Flow Node","Known Flow",429675.696239,108842.727635,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000253","Nodes",,21.000000,36.992758,"Default Known Flow Node","Known Flow",430411.969274,108245.764236,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000257","Nodes",,21.000000,35.914951,"DDS demands","Known Flow",429996.747265,108546.158951,,0.000000,,,,,-4.670000,,,,,-4.175997,-4.670000,,"",,,,,"D1 PROFILE",,,,
"82000100000258","Nodes",,21.000000,35.931776,"DDS demands","Known Flow",429994.253383,108516.546798,,0.000000,,,,,-5.179999,,,,,-4.632048,-5.179999,,"",,,,,"D1 PROFILE",,,,
"82000100000260","Nodes",,21.000000,35.841702,"Default Known Flow Node","Known Flow",430051.172881,108556.283467,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000262","Nodes",,21.000000,36.114131,"DDS demands","Known Flow",429973.428603,108576.485340,,0.000000,,,,,-3.549999,,,,,-3.174473,-3.549999,,"",,,,,"D1 PROFILE",,,,
"82000100000266","Nodes",,21.000000,29.917223,"DDS demands","Known Flow",429995.187419,108024.829554,,0.000000,,,,,-4.819999,,,,,-4.310130,-4.819999,,"",,,,,"D1 PROFILE",,,,
"82000100000268","Nodes",,21.000000,32.236284,"Default Known Flow Node","Known Flow",430052.952105,108275.621385,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000270","Nodes",,21.000000,32.940401,"Default Known Flow Node","Known Flow",429975.956519,108275.468554,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000273","Nodes",,21.000000,32.964738,"DDS demands","Known Flow",429961.099563,108281.460394,,0.000000,,,,,-6.579999,,,,,-5.883953,-6.579999,,"",,,,,"D1 PROFILE",,,,
"82000100000275","Nodes",,21.000000,38.391040,"Default Known Flow Node","Known Flow",430320.229252,108192.388578,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"-82000100000003","Nodes","3,",21.000000,38.353910,"Default Known Flow Node","Known Flow",430342.036991,108201.294493,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000100000276","Nodes",,21.000000,38.438744,"Default Known Flow Node","Known Flow",430319.539093,108193.467666,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82000110000003","Nodes","3, A35 Southampton Road DG",21.000000,39.000000,"Default Known Pressure Node","Known Pressure",430371.961380,108226.630183,,1499.999948,,,,,,,,,,639.508439,715.159517,,"",,,,,,,,,
