"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"82012700000588","Nodes","588",21.000000,38.670641,"DDS demands","Known Flow",398498.375000,93470.250000,,0.000000,,,,,,-0.150000,,,,,,,-0.134132,-0.150000,,"",,,,,,"D1 PROFILE",,,,,,
"820127-149588","Nodes","-149588",21.000000,43.148242,"Default Known Flow Node","Known Flow",398499.875000,93106.500000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000315","Nodes","315, ""PPS24229 75003.01  A1257"", ""32A 34 POOL ROAD UPTON"", 12.55",22.999998,43.157777,"CSEP DDS Matched","Known Flow",398490.625000,93108.500000,,0.000000,-4.819999,,,,,-10.640000,-12.550000,,,,,,-25.047045,-28.010000,,"","C1 PROFILE",,,,,"D1 PROFILE","DC PROFILE",,,,,
"82012700000555","Nodes","555",21.000000,34.117544,"DDS demands","Known Flow",398491.375000,93008.000000,,0.000000,,,,,,-2.309999,,,,,,,-2.065643,-2.309999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000560","Nodes","560",21.000000,33.779094,"DDS demands","Known Flow",398569.875000,92964.750000,,0.000000,,,,,,-8.199999,,,,,,,-7.332586,-8.199999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000838","Nodes","838",21.000000,33.688683,"DDS demands","Known Flow",398568.125000,93016.500000,,0.000000,,,,,,-6.199999,,,,,,,-5.544150,-6.199999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-149587","Nodes","-149587",21.000000,43.148242,"Default Known Flow Node","Known Flow",398499.125000,93078.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000707","Nodes","707",21.000000,34.592459,"DDS demands","Known Flow",398771.875000,93267.500000,,0.000000,,,,,,-3.800000,,,,,,,-3.398028,-3.800000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000705","Nodes","705",21.000000,34.605014,"DDS demands","Known Flow",398763.625000,93258.000000,,0.000000,,,,,,-4.210000,,,,,,,-3.764657,-4.210000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000699","Nodes","699",21.000000,35.886328,"Default Known Flow Node","Known Flow",398722.250000,93166.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-148171","Nodes","-148171",21.000000,36.145467,"Default Known Flow Node","Known Flow",398680.375000,93116.750000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000706","Nodes","706",21.000000,34.582822,"DDS demands","Known Flow",398752.500000,93266.500000,,0.000000,,,,,,-4.630000,,,,,,,-4.140228,-4.630000,,"",,,,,,"D1 PROFILE",,,,,,
"820127-149592","Nodes","-149592",21.000000,35.689565,"Default Known Flow Node","Known Flow",398521.000000,93064.750000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-149591","Nodes","-149591",21.000000,35.689565,"Default Known Flow Node","Known Flow",398514.250000,93068.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000318","Nodes","318",21.000000,36.518462,"DDS demands","Known Flow",398539.375000,93098.250000,,0.000000,,,,-6.249999,,-28.149999,,,,,,,-30.761096,-34.399999,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,,
"82012700000559","Nodes","559",21.000000,34.360326,"DDS demands","Known Flow",398510.500000,93004.250000,,0.000000,,,,,,-9.020000,,,,,,,-8.065845,-9.020000,,"",,,,,,"D1 PROFILE",,,,,,
"820127-162633","Nodes","-162633",21.000000,34.105751,"Default Known Flow Node","Known Flow",398531.750000,92993.750000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700001223","Nodes","1223",21.000000,40.752336,"DDS demands","Known Flow",397317.375000,93565.250000,,0.000000,,,,,,-4.169999,,,,,,,-3.728888,-4.169999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-142227","Nodes","-142227",21.000000,40.503602,"Default Known Flow Node","Known Flow",397296.000000,93563.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700001224","Nodes","1224",21.000000,40.629151,"Default Known Flow Node","Known Flow",397314.125000,93595.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-142232","Nodes","-142232",21.000000,43.105729,"Default Known Flow Node","Known Flow",397377.375000,93573.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000302","Nodes","302",21.000000,43.140335,"DDS demands","Known Flow",397398.750000,93574.250000,,0.000000,,,,,,-4.330000,,,,,,,-3.871963,-4.330000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700001222","Nodes","1222",21.000000,42.367152,"DDS demands","Known Flow",397447.125000,93616.250000,,0.000000,,,,,,-10.150000,,,,,,,-9.076311,-10.150000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000300","Nodes","300",21.000000,43.458414,"DDS demands","Known Flow",397504.750000,93599.750000,,0.000000,-1.890000,,,,,-19.549998,,,,,,,-19.172029,-21.439997,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,
"82012700001220","Nodes","1220",21.000000,43.500533,"DDS demands","Known Flow",397502.375000,93640.750000,,0.000000,,,,,,-1.659999,,,,,,,-1.484401,-1.659999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700001219","Nodes","1219",21.000000,43.468544,"Default Known Flow Node","Known Flow",397507.000000,93582.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700001218","Nodes","1218",21.000000,43.494533,"DDS demands","Known Flow",397561.500000,93648.500000,,0.000000,,,,,,-4.539999,,,,,,,-4.059749,-4.539999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-142240","Nodes","-142240",21.000000,43.494533,"Default Known Flow Node","Known Flow",397560.625000,93660.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700001217","Nodes","1217",21.000000,43.453873,"DDS demands","Known Flow",397566.875000,93594.500000,,0.000000,,,,,,-4.280000,,,,,,,-3.827252,-4.280000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700001204","Nodes","1204",21.000000,43.461274,"DDS demands","Known Flow",397715.125000,93545.500000,,0.000000,,,,,,-4.839999,,,,,,,-4.328014,-4.839999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000511","Nodes","511",21.000000,38.736674,"DDS demands","Known Flow",397932.500000,93596.750000,,0.000000,,,,,,-5.130000,,,,,,,-4.587338,-5.130000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000512","Nodes","512",21.000000,38.571945,"DDS demands","Known Flow",397930.500000,93572.250000,,0.000000,,,,,,-11.629999,,,,,,,-10.399753,-11.629999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700001235","Nodes","1235",21.000000,40.608948,"DDS demands","Known Flow",398150.375000,93536.250000,,0.000000,,,,,,-14.819999,,,,,,,-13.252309,-14.819999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000503","Nodes","503",21.000000,39.453383,"DDS demands","Known Flow",398011.375000,93592.750000,,0.000000,,,,,,-1.729999,,,,,,,-1.546996,-1.729999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-144160","Nodes","-144160",21.000000,39.321514,"Default Known Flow Node","Known Flow",397996.750000,93594.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000499","Nodes","499",21.000000,40.016385,"DDS demands","Known Flow",398145.000000,93611.250000,,0.000000,,,,,,-1.039999,,,,,,,-0.929986,-1.039999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000498","Nodes","498",21.000000,40.017466,"DDS demands","Known Flow",398131.250000,93616.000000,,0.000000,,,,,,-1.320000,,,,,,,-1.180367,-1.320000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000504","Nodes","0504, P13130988, BLANDFORD ROAD, SCH 18.19",24.000000,37.104774,"CSEP Unmatched","Known Flow",398387.262609,92673.782171,,0.000000,,,,,,,,,,,-11.539999,,-10.319274,-11.539999,,"",,,,,,,,,,,"DC PROFILE",
"820127-300510","Nodes","-300510",21.000000,39.453383,"Default Known Flow Node","Known Flow",398012.125000,93554.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-149502","Nodes","-149502",21.000000,39.596228,"Default Known Flow Node","Known Flow",398036.000000,93625.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000500","Nodes","500",21.000000,39.598312,"DDS demands","Known Flow",398044.375000,93619.750000,,0.000000,,,,,,-6.429999,,,,,,,-5.749820,-6.429999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000497","Nodes","497",21.000000,40.020889,"DDS demands","Known Flow",398128.500000,93607.500000,,0.000000,,,,,,-2.209999,,,,,,,-1.976221,-2.209999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000582","Nodes","582",21.000000,38.607188,"DDS demands","Known Flow",398469.250000,93522.000000,,0.000000,,,,,,-2.799999,,,,,,,-2.503810,-2.799999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000583","Nodes","583",21.000000,38.638746,"DDS demands","Known Flow",398461.375000,93542.500000,,0.000000,,,,,,-2.700000,,,,,,,-2.414388,-2.700000,,"",,,,,,"D1 PROFILE",,,,,,
"820127-300511","Nodes","-300511",21.000000,39.410787,"Default Known Flow Node","Known Flow",398035.375000,93548.750000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000565","Nodes","565",21.000000,42.605048,"DDS demands","Known Flow",400211.250000,90281.500000,,0.000000,-2.809999,,,,,-1.529999,,,,,,,-3.880905,-4.340000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,
"82012700000140","Nodes","140",21.000000,42.632377,"DDS demands","Known Flow",400229.750000,90274.500000,,0.000000,,,,,,-3.930000,,,,,,,-3.514276,-3.930000,,"",,,,,,"D1 PROFILE",,,,,,
"820127-286751","Nodes","-286751",21.000000,41.196846,"Default Known Flow Node","Known Flow",400457.875000,90193.500000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000794","Nodes","794",21.000000,41.196846,"Default Known Flow Node","Known Flow",400453.625000,90146.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-286750","Nodes","-286750",21.000000,41.196846,"Default Known Flow Node","Known Flow",400457.375000,90190.750000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000793","Nodes","793",21.000000,41.196846,"DDS demands","Known Flow",400458.625000,90195.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000791","Nodes","791",21.000000,41.241990,"Default Known Flow Node","Known Flow",400456.375000,90196.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-286834","Nodes","-286834",21.000000,37.051591,"Default Known Flow Node","Known Flow",400212.125000,90334.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000056","Nodes","56",21.000000,38.109105,"Default Known Flow Node","Known Flow",400233.875000,90323.750000,,0.000000,,,,,,-0.649999,,,,,,,-0.581241,-0.649999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000795","Nodes","795",21.000000,40.079689,"DDS demands","Known Flow",400509.125000,90174.500000,,0.000000,-113.449999,,,0.000000,,-1.320000,,,-2.300000,,,,-104.686086,-117.069997,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,"I2 PROFILE",,,
"82012700000825","Nodes","825",21.000000,26.353182,"DDS demands","Known Flow",398734.625000,90313.000000,,0.000000,,,,,,-1.980000,,,,,,,-1.770551,-1.980000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000814","Nodes","814",21.000000,26.365320,"DDS demands","Known Flow",398743.250000,90327.500000,,0.000000,,,,,,-2.170000,,,,,,,-1.940452,-2.170000,,"",,,,,,"D1 PROFILE",,,,,,
"820127-281625","Nodes","-281625",21.000000,26.385703,"Default Known Flow Node","Known Flow",398747.750000,90343.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-1017745","Nodes","-1017745",21.000000,29.353581,"Default Known Flow Node","Known Flow",399047.000000,90518.500000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-1017749","Nodes","-1017749",21.000000,29.353581,"Default Known Flow Node","Known Flow",399136.625000,90476.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-1219142","Nodes","-1219142",21.000000,42.533603,"Default Known Flow Node","Known Flow",398078.875000,91635.500000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-1219141","Nodes","-1219141",21.000000,42.575845,"Default Known Flow Node","Known Flow",398042.750000,91620.750000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000221","Nodes","221",21.000000,43.444873,"DDS demands","Known Flow",400367.125000,90251.750000,,0.000000,,,,-5.810000,,-5.440000,,,-93.769998,,,,-93.910762,-105.019999,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,"I2 PROFILE",,,
"820127-272396","Nodes","-272396",21.000000,43.472124,"Default Known Flow Node","Known Flow",400366.500000,90251.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000022","Nodes","22",21.000000,39.855651,"DDS demands","Known Flow",399476.375000,90957.500000,,0.000000,,,,,,-25.599999,,,,,,,-22.891977,-25.599999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000087","Nodes","87, ""19603-N7235A 20644.01 A130"", ""BLANDFORD RD,ST MICHAELS CLOS",30.000000,40.092672,"CSEP DDS Matched","Known Flow",399415.000000,91034.109375,,0.000000,,,,,,,-18.459998,,,,,,-16.507261,-18.459998,,"",,,,,,,"DC PROFILE",,,,,
"82012700001012","Nodes","1012",21.000000,29.829561,"Default Known Flow Node","Known Flow",398004.437500,92482.273437,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-160297","Nodes","-160297",21.000000,29.785964,"Default Known Flow Node","Known Flow",398014.500000,92485.500000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000412","Nodes","412",21.000000,34.758355,"DDS demands","Known Flow",398276.375000,92457.117187,,0.000000,,,,,,-9.100000,,,,,,,-8.137383,-9.100000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000603","Nodes","603",21.000000,34.566445,"DDS demands","Known Flow",397161.718750,92977.109375,,0.000000,,,,,,-6.540000,,,,,,,-5.848185,-6.540000,,"",,,,,,"D1 PROFILE",,,,,,
"820127-4904543","Nodes","-4904543",21.000000,34.378780,"Default Known Flow Node","Known Flow",397114.875000,93006.109375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-1463034","Nodes","-1463034",21.000000,34.566445,"Default Known Flow Node","Known Flow",397186.000000,92969.609375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-187","Nodes","-187",21.000000,34.111554,"Default Known Flow Node","Known Flow",397148.625000,92959.359375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700001053","Nodes","1053",21.000000,42.450400,"DDS demands","Known Flow",397525.375000,93450.343750,,0.000000,,,,,,-5.719999,,,,,,,-5.114926,-5.719999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700001052","Nodes","1052",21.000000,42.393831,"DDS demands","Known Flow",397480.812500,93516.296875,,0.000000,,,,,,-17.020000,,,,,,,-15.219588,-17.020000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700001051","Nodes","1051",21.000000,42.349838,"DDS demands","Known Flow",397406.750000,93490.109375,,0.000000,,,,,,-13.179999,,,,,,,-11.785791,-13.179999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000523","Nodes","523 GT-29766 P107812/01 BH16 5HT",22.999998,42.295070,"CSEP DDS Matched","Known Flow",398223.500000,93163.109375,,0.000000,,,,,,-8.079999,-12.640000,,,,,,-18.528195,-20.720000,,"",,,,,,"D1 PROFILE","DC PROFILE",,,,,
"82012700000496","Nodes","496",21.000000,42.076723,"DDS demands","Known Flow",398134.625000,93190.359375,,0.000000,-4.070000,,,,,-0.629999,,,,,,,-4.202824,-4.699999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,
"82012700000453","Nodes","453",21.000000,34.752675,"DDS demands","Known Flow",397577.125000,92852.359375,,0.000000,,,,,,-15.039999,,,,,,,-13.449037,-15.039999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700001082","Nodes","1082",21.000000,35.594834,"DDS demands","Known Flow",397640.375000,92903.109375,,0.000000,,,,,,-6.309999,,,,,,,-5.642515,-6.309999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700001351","Nodes","1351",21.000000,41.357905,"DDS demands","Known Flow",398490.375000,93195.609375,,0.000000,,,,,,-5.800000,,,,,,,-5.186464,-5.800000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700001135","Nodes","1135, ""SOP10158"", ""33-35 SANDY LANE,UPTON"", 12.91",24.000000,34.931398,"CSEP DDS Matched","Known Flow",398311.250000,92561.000000,,0.000000,,,,,,-13.260000,-12.910000,,,,,,-23.401683,-26.170001,,"",,,,,,"D1 PROFILE","DC PROFILE",,,,,
"82012700000111","Nodes","111",21.000000,41.762725,"DDS demands","Known Flow",397722.000000,91462.859375,,0.000000,,,,,,-5.409999,,,,,,,-4.837718,-5.409999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000112","Nodes","112",21.000000,41.762721,"DDS demands","Known Flow",397705.250000,91439.882812,,0.000000,,,,,,-5.119999,,,,,,,-4.578395,-5.119999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000113","Nodes","113",21.000000,41.849068,"DDS demands","Known Flow",397732.250000,91436.359375,,0.000000,,,,,,-10.169999,,,,,,,-9.094195,-10.169999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-246902","Nodes","-246902",21.000000,42.647887,"Default Known Flow Node","Known Flow",398166.187500,91551.156250,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-151492","Nodes","-151492",21.000000,42.605640,"Default Known Flow Node","Known Flow",398157.625000,91575.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000329","Nodes","329",21.000000,39.045600,"DDS demands","Known Flow",398513.875000,91567.609375,,0.000000,,,,,,-1.510000,,,,,,,-1.350269,-1.510000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000328","Nodes","328",21.000000,38.875422,"DDS demands","Known Flow",398504.875000,91591.179687,,0.000000,,,,,,-4.889999,,,,,,,-4.372725,-4.889999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000327","Nodes","327",21.000000,39.170314,"DDS demands","Known Flow",398525.625000,91573.859375,,0.000000,,,,,,-1.779999,,,,,,,-1.591707,-1.779999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-231365","Nodes","-231365",21.000000,37.131515,"Default Known Flow Node","Known Flow",398662.250000,92241.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000714","Nodes","714",21.000000,38.199582,"DDS demands","Known Flow",398787.218750,92042.312500,,0.000000,,,,,,-14.600000,,,,,,0.000000,-13.055581,-14.600000,,"",,,,,,"D1 PROFILE",,,,,,"PL-PL PROFILE"
"820127-158328","Nodes","-158328",21.000000,38.463870,"Default Known Flow Node","Known Flow",398817.750000,91996.500000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000473","Nodes","473",21.000000,38.403135,"DDS demands","Known Flow",399138.250000,91789.109375,,0.000000,,,,,,-7.099999,,,,,,,-6.348946,-7.099999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-776","Nodes","-776",21.000000,42.223078,"Default Known Flow Node","Known Flow",399392.250000,91577.359375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000277","Nodes","277",21.000000,42.222494,"DDS demands","Known Flow",399454.656250,91617.656250,,0.000000,,,,,,-2.819999,,,,,,,-2.521694,-2.819999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-751","Nodes","-751",21.000000,42.379308,"Default Known Flow Node","Known Flow",399465.875000,91475.609375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000273","Nodes","273",21.000000,42.466493,"DDS demands","Known Flow",399508.687500,91461.093750,,0.000000,,,,,,-8.920000,,,,,,,-7.976423,-8.920000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000274","Nodes","274",21.000000,42.376041,"DDS demands","Known Flow",399529.000000,91567.250000,,0.000000,,,,,,-5.179999,,,,,,,-4.632048,-5.179999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-741","Nodes","-741",21.000000,43.334703,"Default Known Flow Node","Known Flow",399290.500000,91445.359375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700008009","Nodes","8009, "" Logger Carisbrooke Crescent ID3151""",21.000000,33.695548,"Val Log Post","Known Flow",398973.562500,91235.406250,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000471","Nodes","471 (I2 -21.39)",21.000000,33.371899,"DDS demands","Known Flow",398675.250000,91533.750000,,0.000000,0.000000,,,,,,,,-21.389999,,,,-19.127321,-21.389999,,"","C1 PROFILE",,,,,,,,"I2 PROFILE",,,
"82012700000470","Nodes","470 (I2 -40)",21.000000,33.636653,"DDS demands","Known Flow",398713.500000,91526.500000,,0.000000,0.000000,,,-4.760000,,,,,-39.999997,,,,-40.025192,-44.760000,,"","C1 PROFILE",,,"C4 PROFILE",,,,,"I2 PROFILE",,,
"82012700000469","Nodes","469",21.000000,34.178121,"DDS demands","Known Flow",398745.500000,91520.359375,,0.000000,,,,,,,,,-12.189999,,,,-10.900516,-12.189999,,"",,,,,,,,,"I2 PROFILE",,,
"820127-323629","Nodes","-323629",21.000000,36.852432,"Default Known Flow Node","Known Flow",398898.875000,91155.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000250","Nodes","250",21.000000,37.910254,"DDS demands","Known Flow",399003.000000,91152.296875,,0.000000,,,,,,-17.649999,,,,,,,-15.782945,-17.649999,,"",,,,,,"D1 PROFILE",,,,,,
"820127-4904626","Nodes","-4904626",21.000000,38.625521,"Default Known Flow Node","Known Flow",399053.750000,91151.109375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"820127-1938","Nodes","-1938",21.000000,35.335593,"Default Known Flow Node","Known Flow",398838.250000,90892.500000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700008002","Nodes","8002, ""Logger Napier Road ID3154""",21.000000,27.768414,"Val Log Post","Known Flow",398113.531250,91071.726562,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000249","Nodes","249",21.000000,27.785177,"Default Known Flow Node","Known Flow",398180.750000,91048.109375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82012700000612","Nodes","612",21.000000,25.362669,"DDS demands","Known Flow",398246.750000,91244.859375,,0.000000,,,,,,-3.650000,,,,,,,-3.263895,-3.650000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000166","Nodes","166",21.000000,28.792817,"DDS demands","Known Flow",398790.500000,90509.859375,,0.000000,,,,,,-30.270000,,,,,,,-27.067975,-30.270000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000459","Nodes","459",21.000000,30.711365,"DDS demands","Known Flow",399074.718750,90606.023437,,0.000000,,,,,,-9.970000,,,,,,,-8.915352,-9.970000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000222","Nodes","222",21.000000,33.012808,"DDS demands","Known Flow",399137.500000,90780.796875,,0.000000,0.000000,,,-5.179999,,-14.550000,,,,,,,-17.642918,-19.730000,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,,,
"82012700001478","Nodes","1478, P08119183 CSEP",22.999998,37.510333,"CSEP DDS Matched","Known Flow",399353.037270,90839.257414,,0.000000,,,,,,,,,,-14.959999,,,-13.377499,-14.959999,,"",,,,,,,,,,"PL-AF PROFILE",,
"82012700000187","Nodes","187",21.000000,21.604877,"DDS demands","Known Flow",399587.250000,90271.109375,,0.000000,,,,,,-30.480000,,,,,,,-27.255762,-30.480000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700008010","Nodes","P13132214, Development @ Blandford Road CSEP, -22.25scmh",24.000000,31.658972,"CSEP Unmatched","Known Flow",399659.415556,90527.852421,,0.000000,,,,,,,,,,,-22.250000,,-19.896348,-22.250000,,"",,,,,,,,,,,"DC PROFILE",
"82012700008000","Nodes","8000",21.000000,21.414007,"DDS demands","Known Flow",399685.250000,90244.109375,,0.000000,,,,,,-4.079999,,,,,,,-3.648408,-4.079999,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000156","Nodes","156",21.000000,31.608352,"DDS demands","Known Flow",399646.375000,90386.609375,,0.000000,,,,,,-11.350000,,,,,,,-10.149373,-11.350000,,"",,,,,,"D1 PROFILE",,,,,,
"82012700000145","Nodes","145",21.000000,28.100851,"DDS demands","Known Flow",399801.000000,90534.359375,,0.000000,-16.479999,-13.939999,,-2.589999,,-14.080000,,,,,,,-42.108721,-47.089998,,"","C1 PROFILE","C2 PROFILE",,"C4 PROFILE",,"D1 PROFILE",,,,,,
"82012700009007","Nodes","9007, ""SOP10186  C16"", ""SHAPWICK ROAD,POOLE"", 206.20",35.000000,43.724535,"CSEP DDS Matched","Known Flow",400340.250000,90204.117187,,0.000000,,,,,,,-56.640001,,,,,,-50.648503,-56.640001,,"",,,,,,,"DC PROFILE",,,,,
"82012700000010","Nodes","10, ""DAWKINS ROAD, HAMWORTHY""",21.000000,69.999999,"Default Known Pressure Node","Known Pressure",398816.625000,91292.750000,,2099.999985,,,,,,,,,,,,,138.872019,155.299999,,"",,,,,,,,,,,,
