"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(IC)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IC)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"96110459914539","Nodes","-315","21.000000","25.690553","Default Known Flow Node","Known Flow","572765.791423","155228.342199","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110405903114","Nodes","5903114","21.000000","25.690553","DDS demands","Known Flow","572757.047008","155226.194448","","0.000000","","","","","","","-15.819999","","","","","","","","-14.146526","-15.819999","","","","","","","","","D1 PROFILE","","","","","","",""
"96110405903104","Nodes","5903104","21.000000","27.185246","DDS demands","Known Flow","572750.975138","155008.944089","","0.000000","","","","","","","-38.890000","","","","","","","","-34.776133","-38.890000","","","","","","","","","D1 PROFILE","","","","","","",""
"96110400000063","Nodes","","21.000000","27.175730","Default Known Flow Node","Known Flow","572782.659756","155007.690880","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110405903058","Nodes","5903058","21.000000","26.373890","DDS demands","Known Flow","573014.296901","154974.585003","","0.000000","","","","","","","-60.960001","","","","","","","","-54.511525","-60.960001","","","","","","","","","D1 PROFILE","","","","","","",""
"96110459914110","Nodes","-250","21.000000","26.565759","Default Known Flow Node","Known Flow","573062.422091","154975.569380","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110400001009","Nodes","1009","21.000000","31.660427","DDS demands","Known Flow","573642.603901","151739.154621","","0.000000","","","","","","","-7.519999","","","","","","","","-6.724518","-7.519999","","","","","","","","","D1 PROFILE","","","","","","",""
"96110405905214","Nodes","5905214","21.000000","31.606657","DDS demands","Known Flow","573664.511358","151771.856100","","0.000000","","","","","","","-9.289999","","","","","","","","-8.307284","-9.289999","","","","","","","","","D1 PROFILE","","","","","","",""
"96110405905224","Nodes","5905224","21.000000","32.639248","DDS demands","Known Flow","573727.663059","151588.293360","","0.000000","","","","","","","-7.679999","","","","","","","","-6.867593","-7.679999","","","","","","","","","D1 PROFILE","","","","","","",""
"96110400001019","Nodes","1019","21.000000","32.639139","DDS demands","Known Flow","573729.297273","151587.693458","","0.000000","","","","","","","-2.720000","","","","","","","","-2.432272","-2.720000","","","","","","","","","D1 PROFILE","","","","","","",""
"96110405904205","Nodes","5904205","21.000000","31.446101","DDS demands","Known Flow","573685.672261","151801.943517","","0.000000","","","","","","","-7.750000","","","","","","","","-6.930188","-7.750000","","","","","","","","","D1 PROFILE","","","","","","",""
"96110400001023","Nodes","1023","21.000000","31.241501","DDS demands","Known Flow","573749.922278","151888.568540","","0.000000","","","","","","","-13.279999","","","","","","","","-11.875213","-13.279999","","","","","","","","","D1 PROFILE","","","","","","",""
"96110459916543","Nodes","-565","21.000000","33.762440","Default Known Flow Node","Known Flow","573583.892821","152861.061452","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110459916535","Nodes","-564","21.000000","33.762440","Default Known Flow Node","Known Flow","573585.172234","152855.943803","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110459915121","Nodes","-40","21.000000","25.880398","Default Known Flow Node","Known Flow","573197.922128","153700.069033","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110459912596","Nodes","-1462911","21.000000","25.981633","DDS demands","Known Flow","573217.672134","153726.819040","","0.000000","","","","","","","-2.619999","","","","","","","","-2.342850","-2.619999","","","","","","","","","D1 PROFILE","","","","","","",""
"96110400017331","Nodes","","21.000000","29.787657","Default Known Flow Node","Known Flow","573607.854126","153547.980340","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110459913111","Nodes","-1463916","21.000000","29.960562","Default Known Flow Node","Known Flow","573637.731248","153560.066995","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110459912052","Nodes","-10","21.000000","31.797541","Default Known Flow Node","Known Flow","573129.778475","153281.752292","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110405903014","Nodes","5903014","21.000000","33.374058","DDS demands","Known Flow","573189.420588","153273.431172","","0.000000","","","","","","","-20.579999","","","","","","","","-18.403004","-20.579999","","","","","","","","","D1 PROFILE","","","","","","",""
"96110459913739","Nodes","-19","21.000000","31.062984","Default Known Flow Node","Known Flow","573466.797201","153392.193949","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110459914420","Nodes","-30","21.000000","29.614843","Default Known Flow Node","Known Flow","573486.422207","153507.818981","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110459917517","Nodes","-7","21.000000","33.374058","Default Known Flow Node","Known Flow","573192.422127","153273.068917","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110400017356","Nodes","","21.000000","34.158621","Default Known Flow Node","Known Flow","573484.243724","153275.249882","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110400000148","Nodes","","21.000000","34.348778","Default Known Flow Node","Known Flow","573555.219996","153308.893367","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110400017357","Nodes","","21.000000","34.358633","Default Known Flow Node","Known Flow","573559.389460","153310.515140","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110400017350","Nodes","","21.000000","34.589220","Default Known Flow Node","Known Flow","573712.312268","153381.692947","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110459915253","Nodes","-42","21.000000","26.410909","DDS demands","Known Flow","573254.672144","153892.319085","","0.000000","","","","","","","-1.960000","","","","","","","","-1.752667","-1.960000","","","","","","","","","D1 PROFILE","","","","","","",""
"96110405903021","Nodes","5903021","21.000000","26.472954","DDS demands","Known Flow","573373.172176","153881.319083","","0.000000","","","","","","","-3.479999","","","","","","","","-3.111878","-3.479999","","","","","","","","","D1 PROFILE","","","","","","",""
"96110405903149","Nodes","5903149","21.000000","27.829151","DDS demands","Known Flow","573468.673690","154710.305532","","0.000000","","","","","","","-7.190000","","","","","","","","-6.429426","-7.190000","","","","","","","","","D1 PROFILE","","","","","","",""
"96110459913614","Nodes","-170","21.000000","27.719861","Default Known Flow Node","Known Flow","573498.798280","154713.559407","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110405903065","Nodes","5903065","21.000000","29.485023","DDS demands","Known Flow","573146.922114","154640.444289","","0.000000","","","","","","","-18.660000","","","","","","","","-16.686106","-18.660000","","","","","","","","","D1 PROFILE","","","","","","",""
"96110400017212","Nodes","","21.000000","28.750110","Default Known Flow Node","Known Flow","573301.900156","154750.357319","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110405903154","Nodes","5903154","21.000000","27.543473","DDS demands","Known Flow","573518.672215","154774.569326","","0.000000","","","","","","","-19.270001","","","","","","","","-17.231579","-19.270001","","","","","","","","","D1 PROFILE","","","","","","",""
"96110459917505","Nodes","-693","21.000000","27.481823","Default Known Flow Node","Known Flow","573552.918099","154778.604339","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110405903042","Nodes","5903042","21.000000","27.707894","DDS demands","Known Flow","573515.422215","154716.069310","","0.000000","","","","","","","-19.600000","","","","","","","","-17.526672","-19.600000","","","","","","","","","D1 PROFILE","","","","","","",""
"96110459917515","Nodes","-694","21.000000","27.481823","Default Known Flow Node","Known Flow","573560.047227","154779.444327","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110459917286","Nodes","-664","21.000000","27.697299","Default Known Flow Node","Known Flow","573523.422217","154717.319310","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110400017458","Nodes","","21.000000","27.559044","Default Known Flow Node","Known Flow","573382.511955","154563.565699","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110400017436","Nodes","","21.000000","27.559044","Default Known Flow Node","Known Flow","573417.295188","154568.002269","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110400017465","Nodes","","21.000000","27.958571","Default Known Flow Node","Known Flow","573296.141304","154766.188118","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110400017483","Nodes","","21.000000","28.690221","Default Known Flow Node","Known Flow","573249.297906","154732.040638","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110400000523","Nodes","","21.000000","27.129156","Default Known Flow Node","Known Flow","573547.964005","154840.376325","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110400001010","Nodes","","21.000000","27.129156","Default Known Flow Node","Known Flow","573547.672223","154843.819344","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110400000528","Nodes","","21.000000","26.555430","Default Known Flow Node","Known Flow","573621.947432","154885.951321","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110400000525","Nodes","","21.000000","26.511465","Default Known Flow Node","Known Flow","573625.330244","154904.007361","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110400000531","Nodes","","21.000000","27.701374","Default Known Flow Node","Known Flow","573733.594527","154904.732799","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96110400000533","Nodes","","21.000000","27.564855","Default Known Flow Node","Known Flow","573737.607441","154902.413648","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
