"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-PL)"
"62505100003036","Nodes","3036","21.000000","32.462638","Default Known Flow Node","Known Flow","234008.325000","677977.085000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000154","Nodes","154","21.000000","30.134725","Default Known Flow Node","Known Flow","234287.075000","677849.210000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000140","Nodes","140","21.000000","27.155145","Default Known Flow Node","Known Flow","234501.450000","677578.085000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000144","Nodes","144","21.000000","28.036762","Default Known Flow Node","Known Flow","234547.950000","677682.085000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000030","Nodes","30","21.000000","23.465893","DDS demands","Known Flow","234740.658258","677907.303410","","0.000000","","","","","-18.079999","","","","-16.167459","-18.079999","","","","","","","D1 PROFILE","","",""
"62505100003065","Nodes","3065","21.000000","24.677209","Default Known Flow Node","Known Flow","235043.448142","677586.310023","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100003070","Nodes","3070","21.000000","24.834000","Default Known Flow Node","Known Flow","235060.113051","677552.824459","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100003024","Nodes","3024","21.000000","24.834000","Default Known Flow Node","Known Flow","235062.137759","677574.629012","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000187","Nodes","187","21.000000","24.576916","DDS demands","Known Flow","234974.200000","677616.210000","","0.000000","","","-2.499999","","-3.530000","","","","-5.392133","-6.029999","","","","","C3 PROFILE","","D1 PROFILE","","",""
"62505100003006","Nodes","3006","21.000000","29.255366","Default Known Flow Node","Known Flow","234328.694274","677999.281858","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000029","Nodes","29","21.000000","26.441978","DDS demands","Known Flow","234402.150317","678010.113493","","0.000000","","","","","-18.329999","","","","-16.391014","-18.329999","","","","","","","D1 PROFILE","","",""
"62505100000023","Nodes","23","21.000000","29.143102","DDS demands","Known Flow","234187.684938","678107.003788","","0.000000","","","","","-18.690000","","","","-16.712933","-18.690000","","","","","","","D1 PROFILE","","",""
"62505100000159","Nodes","159","21.000000","32.119316","DDS demands","Known Flow","234109.950000","678093.460000","","0.000000","-2.039999","","","","-11.589999","","","","-12.188190","-13.629999","","","C1 PROFILE","","","","D1 PROFILE","","",""
"62505100000089","Nodes","89","21.000000","26.399700","DDS demands","Known Flow","234445.325000","678196.085000","","0.000000","","","","","-6.249999","","","","-5.588861","-6.249999","","","","","","","D1 PROFILE","","",""
"62505100000086","Nodes","86","21.000000","26.770713","DDS demands","Known Flow","234416.325000","678215.585000","","0.000000","","","","","-0.799999","","","","-0.715374","-0.799999","","","","","","","D1 PROFILE","","",""
"62505100003034","Nodes","3034","21.000000","30.997841","Default Known Flow Node","Known Flow","234149.700000","678136.960000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100003045","Nodes","3045","21.000000","30.997841","Default Known Flow Node","Known Flow","234145.200000","678138.460000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000147","Nodes","147","21.000000","28.216734","DDS demands","Known Flow","234285.539489","678166.423613","","0.000000","","-35.419997","","","","","","","-31.673196","-35.419997","","","","C2 PROFILE","","","","","",""
"62505100000160","Nodes","160","21.000000","32.387640","Default Known Flow Node","Known Flow","234127.825000","678087.835000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000161","Nodes","161","21.000000","32.387640","Default Known Flow Node","Known Flow","234136.075000","678096.460000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000162","Nodes","162","21.000000","32.258276","Default Known Flow Node","Known Flow","234136.325000","678072.085000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000027","Nodes","27","21.000000","29.248102","DDS demands","Known Flow","234327.015887","677999.654832","","0.000000","","","","","-17.169999","","","","-15.353721","-17.169999","","","","","","","D1 PROFILE","","",""
"62505100000085","Nodes","85","21.000000","27.862238","DDS demands","Known Flow","234358.749131","678145.370446","","0.000000","","","","","-6.399999","","","","-5.722994","-6.399999","","","","","","","D1 PROFILE","","",""
"62505100000025","Nodes","25","21.000000","28.089887","DDS demands","Known Flow","234351.775392","678099.466375","","0.000000","","","","","-13.399999","","","","-11.982519","-13.399999","","","","","","","D1 PROFILE","","",""
"62505100000177","Nodes","177","21.000000","27.844303","Default Known Flow Node","Known Flow","234361.647140","678144.887445","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000026","Nodes","26","21.000000","28.178370","DDS demands","Known Flow","234430.825000","678096.460000","","0.000000","","","","","-3.829999","","","","-3.424854","-3.829999","","","","","","","D1 PROFILE","","",""
"62505100000095","Nodes","95","21.000000","25.618881","DDS demands","Known Flow","234476.068193","678120.846084","","0.000000","","","","","-3.839999","","","","-3.433796","-3.839999","","","","","","","D1 PROFILE","","",""
"62505100000033","Nodes","33","21.000000","25.962063","DDS demands","Known Flow","234497.325000","678163.710000","","0.000000","","","","","-3.370000","","","","-3.013514","-3.370000","","","","","","","D1 PROFILE","","",""
"62505100000090","Nodes","90","21.000000","26.298450","DDS demands","Known Flow","234425.325000","678162.085000","","0.000000","","","","","-4.679999","","","","-4.184939","-4.679999","","","","","","","D1 PROFILE","","",""
"62505100000087","Nodes","87","21.000000","26.901659","Default Known Flow Node","Known Flow","234430.325000","678234.335000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000171","Nodes","171","21.000000","26.188630","DDS demands","Known Flow","234465.325000","678184.085000","","0.000000","","","","","-2.309999","","","","-2.065643","-2.309999","","","","","","","D1 PROFILE","","",""
"62505100000172","Nodes","172","21.000000","26.188630","Default Known Flow Node","Known Flow","234474.450000","678198.585000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000032","Nodes","32","0.000000","23.746480","DDS demands","Known Flow","234570.054361","678016.428526","","0.000000","","","","","-14.949999","","","","-13.368557","-14.949999","","","","","","","D1 PROFILE","","",""
"62505100003035","Nodes","3035","21.000000","30.997841","Default Known Flow Node","Known Flow","234130.200000","678143.710000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100003046","Nodes","3046","21.000000","28.286210","Default Known Flow Node","Known Flow","234280.575000","678147.710000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100003041","Nodes","3041","21.000000","28.199235","Default Known Flow Node","Known Flow","234292.950000","678121.585000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100003039","Nodes","3039","21.000000","28.260236","Default Known Flow Node","Known Flow","234240.200000","678191.460000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100003014","Nodes","3014","21.000000","29.255366","Default Known Flow Node","Known Flow","234329.346979","678001.146732","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000041","Nodes","41","21.000000","28.742585","DDS demands","Known Flow","234266.354008","678012.354255","","0.000000","","","","","-9.529999","","","","-8.521896","-9.529999","","","","","","","D1 PROFILE","","",""
"62505100000031","Nodes","31","21.000000","23.755320","DDS demands","Known Flow","234573.633107","678014.927762","","0.000000","","","","","-11.960000","","","","-10.694846","-11.960000","","","","","","","D1 PROFILE","","",""
"62505100000178","Nodes","178","21.000000","28.327691","DDS demands","Known Flow","234598.450000","678414.460000","","0.000000","-4.019999","","","","-2.180000","","","","-5.544150","-6.199999","","","C1 PROFILE","","","","D1 PROFILE","","",""
"62505100000173","Nodes","173","21.000000","25.908659","DDS demands","Known Flow","234513.700000","678152.335000","","0.000000","","","","","-2.470000","","","","-2.208718","-2.470000","","","","","","","D1 PROFILE","","",""
"62505100000174","Nodes","174","21.000000","25.908659","Default Known Flow Node","Known Flow","234524.075000","678172.335000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000175","Nodes","175","21.000000","25.960966","DDS demands","Known Flow","234527.325000","678143.960000","","0.000000","","","","","-10.889999","","","","-9.738032","-10.889999","","","","","","","D1 PROFILE","","",""
"62505100000201","Nodes","201","21.000000","31.928835","DDS demands","Known Flow","234202.575000","678549.085000","","0.000000","","","","","-6.210000","","","","-5.553093","-6.210000","","","","","","","D1 PROFILE","","",""
"62505100000180","Nodes","180","21.000000","32.007798","Default Known Flow Node","Known Flow","234192.325000","678616.460000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000181","Nodes","181","21.000000","31.941305","Default Known Flow Node","Known Flow","234193.200000","678681.335000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000202","Nodes","202","21.000000","31.365843","DDS demands","Known Flow","234389.450000","678609.210000","","0.000000","","","-4.269999","","-4.980000","","","","-8.271515","-9.249999","","","","","C3 PROFILE","","D1 PROFILE","","",""
"62505100000203","Nodes","203","21.000000","31.904033","Default Known Flow Node","Known Flow","234205.575000","678999.585000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100003038","Nodes","3038","21.000000","31.941281","DDS demands","Known Flow","234192.700000","678678.960000","","0.000000","","","","","-1.879999","","","","-1.681129","-1.879999","","","","","","","D1 PROFILE","","",""
"62505100003021","Nodes","3021","21.000000","32.007796","DDS demands","Known Flow","234192.075000","678617.335000","","0.000000","","","","","-2.529999","","","","-2.262371","-2.529999","","","","","","","D1 PROFILE","","",""
"62505100000204","Nodes","204","21.000000","32.558456","DDS demands","Known Flow","234199.950000","679492.210000","","0.000000","","","","","-2.840000","","","","-2.539578","-2.840000","","","","","","","D1 PROFILE","","",""
"62505100000205","Nodes","205","21.000000","33.050105","Default Known Flow Node","Known Flow","234169.325000","679881.085000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000183","Nodes","183","21.000000","34.483489","Default Known Flow Node","Known Flow","234278.325903","680669.166099","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000207","Nodes","207","21.000000","34.171827","DDS demands","Known Flow","234339.601274","680665.257451","","0.000000","-4.090000","","","","-3.910000","","","","-7.153743","-7.999999","","","C1 PROFILE","","","","D1 PROFILE","","",""
"62505100000156","Nodes","156","21.000000","24.155962","DDS demands","Known Flow","234997.075000","676944.335000","","0.000000","","","","","-1.249999","","","","-1.117772","-1.249999","","","","","","","D1 PROFILE","","",""
"62505100000150","Nodes","150","21.000000","24.273026","DDS demands","Known Flow","235139.950000","677088.835000","","0.000000","","","","","-2.460000","","","","-2.199776","-2.460000","","","","","","","D1 PROFILE","","",""
"62505100000212","Nodes","212","21.000000","33.283066","Default Known Flow Node","Known Flow","234242.450000","677775.210000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000044","Nodes","44","21.000000","32.560767","DDS demands","Known Flow","234117.872149","677888.499924","","0.000000","","","","","-3.739999","","","","-3.344374","-3.739999","","","","","","","D1 PROFILE","","",""
"62505100003027","Nodes","3000","21.000000","32.570564","Default Known Flow Node","Known Flow","234119.575000","677886.210000","","0.000000","","","","","-2.039999","","","","-1.824204","-2.039999","","","","","","","D1 PROFILE","","",""
"62505100003043","Nodes","3043","21.000000","32.895730","Default Known Flow Node","Known Flow","234254.950000","677767.710000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000048","Nodes","48","21.000000","32.895730","DDS demands","Known Flow","234255.325000","677768.710000","","0.000000","","","","","-1.770000","","","","-1.582765","-1.770000","","","","","","","D1 PROFILE","","",""
"62505100000167","Nodes","167","21.000000","32.890418","DDS demands","Known Flow","234283.325000","677750.585000","","0.000000","","","","","-2.980000","","","","-2.664769","-2.980000","","","","","","","D1 PROFILE","","",""
"62505100000211","Nodes","211","21.000000","33.101629","DDS demands","Known Flow","234213.825000","677791.585000","","0.000000","","","-5.680000","","-5.929999","","","","-10.381869","-11.609999","","","","","C3 PROFILE","","D1 PROFILE","","",""
"62505100000213","Nodes","213","21.000000","33.217910","Default Known Flow Node","Known Flow","234246.700000","677769.835000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000214","Nodes","214","21.000000","33.096157","Default Known Flow Node","Known Flow","234255.575000","677764.460000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100003081","Nodes","3081","21.000000","33.240441","Default Known Flow Node","Known Flow","234245.325000","677770.710000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000176","Nodes","176","21.000000","26.014204","DDS demands","Known Flow","234609.700000","678066.335000","","0.000000","","","","","-9.430000","","","","-8.432475","-9.430000","","","","","","","D1 PROFILE","","",""
"62505100003023","Nodes","3023","21.000000","25.492963","DDS demands","Known Flow","234541.353397","677910.877686","","0.000000","","","","","-19.629998","","","","-17.553497","-19.629998","","","","","","","D1 PROFILE","","",""
"62505100001001","Nodes","Logger 9702, 2A Barrs Road","21.000000","31.353693","Default Known Flow Node","Known Flow","234269.616038","677810.247873","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100001000","Nodes","logger 9724, 21 Barrs Road","21.000000","29.670135","Default Known Flow Node","Known Flow","234312.325000","677933.897500","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000024","Nodes","24","21.000000","28.409034","DDS demands","Known Flow","234262.586123","678108.648030","","0.000000","","","","","-12.879999","","","","-11.517526","-12.879999","","","","","","","D1 PROFILE","","",""
"62505100001004","Nodes","Logger 9677, Cardross Cattery, Main road","21.000000","24.182572","DDS demands","Known Flow","234938.387500","677154.585000","","0.000000","-6.000000","","","","","","","","-5.365307","-6.000000","","","C1 PROFILE","","","","","","",""
"62505100001003","Nodes","Logger 9716, Rose Cottage Main Road","21.000000","33.016741","Default Known Flow Node","Known Flow","234172.965625","677738.710000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100001002","Nodes","Logger 9558, 6 Ritchie Ave","21.000000","29.977929","Default Known Flow Node","Known Flow","234380.387500","677803.835000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100003005","Nodes","3005","21.000000","32.453184","Default Known Flow Node","Known Flow","234019.700000","677982.210000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000198","Nodes","198","21.000000","32.254808","DDS demands","Known Flow","234056.075000","678021.710000","","0.000000","","","-2.630000","","","","","","-2.351793","-2.630000","","","","","C3 PROFILE","","","","",""
"62505100000152","Nodes","152","21.000000","25.332852","Default Known Flow Node","Known Flow","234625.450000","677494.585000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000077","Nodes","77","21.000000","28.019200","DDS demands","Known Flow","234479.075000","677752.210000","","0.000000","","","","","-15.989999","","","","-14.298544","-15.989999","","","","","","","D1 PROFILE","","",""
"62505100000151","Nodes","P00058817, CARDROSS ASSESSMENT CENTRE, 131.17","25.000000","25.031758","CSEP DDS Matched","Known Flow","234620.575000","677512.585000","","0.000000","","","","","","-131.170001","","","-117.294566","-131.170001","","","","","","","","DC PROFILE","",""
"62505100003057","Nodes","3057","21.000000","24.424672","Default Known Flow Node","Known Flow","234729.450000","677398.835000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100003063","Nodes","3063","21.000000","22.695788","DDS demands","Known Flow","234446.950000","677371.460000","","0.000000","","","","","-13.380000","","","","-11.964636","-13.380000","","","","","","","D1 PROFILE","","",""
"62505100003007","Nodes","3007","21.000000","32.447992","DDS demands","Known Flow","233968.450000","678016.585000","","0.000000","","","","","-1.059999","","","","-0.947870","-1.059999","","","","","","","D1 PROFILE","","",""
"62505100003055","Nodes","3055","21.000000","24.424672","Default Known Flow Node","Known Flow","234734.950000","677394.210000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100003048","Nodes","3048","21.000000","24.117891","Default Known Flow Node","Known Flow","234956.496875","677131.710000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000252","Nodes","Low Point, Mitchell Drive, ID: 3655, Tel:  01389849127","21.000000","22.947020","Low Point","Known Flow","234828.445851","677024.434243","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002045","Nodes","2045","21.000000","32.145464","Default Known Flow Node","Known Flow","234304.606887","677734.572593","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002046","Nodes","2046","21.000000","32.078463","DDS demands","Known Flow","234285.897908","677708.176620","","0.000000","","","","","-3.270000","","","","-2.924092","-3.270000","","","","","","","D1 PROFILE","","",""
"62505100002054","Nodes","2054","21.000000","30.911354","Default Known Flow Node","Known Flow","234140.600146","678122.793832","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002058","Nodes","2058","21.000000","32.269892","Default Known Flow Node","Known Flow","234108.889859","678082.001722","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002076","Nodes","2076","21.000000","32.258379","Default Known Flow Node","Known Flow","234108.994888","678094.297472","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002077","Nodes","2077","21.000000","32.258276","Default Known Flow Node","Known Flow","234110.569860","678093.552725","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002079","Nodes","2079","21.000000","28.188858","DDS demands","Known Flow","234496.378965","677639.764601","","0.000000","","","","","-3.759999","","","","-3.362259","-3.759999","","","","","","","D1 PROFILE","","",""
"62505100002080","Nodes","2080","21.000000","28.102222","Default Known Flow Node","Known Flow","234455.700954","677619.524596","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002085","Nodes","2085","21.000000","30.911354","Default Known Flow Node","Known Flow","234140.538928","678121.762545","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002126","Nodes","2126","21.000000","32.283941","Default Known Flow Node","Known Flow","234126.554864","677951.611686","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002128","Nodes","2128","21.000000","30.800292","Default Known Flow Node","Known Flow","234182.490879","677929.854680","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002130","Nodes","2130","21.000000","28.610807","Default Known Flow Node","Known Flow","234230.255892","678018.404705","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002132","Nodes","2132","21.000000","28.710518","Default Known Flow Node","Known Flow","234256.024899","677993.660698","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002172","Nodes","2172","21.000000","28.715001","Default Known Flow Node","Known Flow","234256.913538","677994.477622","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002136","Nodes","2136","21.000000","25.796782","Default Known Flow Node","Known Flow","234477.083813","678123.289920","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002137","Nodes","2137","21.000000","25.499933","DDS demands","Known Flow","234448.368173","678060.771866","","0.000000","","","","","-12.229999","","","","-10.936285","-12.229999","","","","","","","D1 PROFILE","","",""
"62505100002140","Nodes","2140","21.000000","30.069884","Default Known Flow Node","Known Flow","234288.463908","677883.049668","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002142","Nodes","2142","21.000000","32.034846","Default Known Flow Node","Known Flow","234124.329864","677951.592686","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002143","Nodes","2143","21.000000","29.021657","Default Known Flow Node","Known Flow","234186.797728","678092.714944","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002197","Nodes","2197","21.000000","32.229172","Default Known Flow Node","Known Flow","234104.344251","678140.786050","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002147","Nodes","2147","21.000000","28.629027","DDS demands","Known Flow","234234.559894","677987.672696","","0.000000","","","","","-1.510000","","","","-1.350269","-1.510000","","","","","","","D1 PROFILE","","",""
"62505100002162","Nodes","2162","21.000000","28.627334","DDS demands","Known Flow","234192.304059","677996.254887","","0.000000","","","","","-7.089999","","","","-6.340004","-7.089999","","","","","","","D1 PROFILE","","",""
"62505100002153","Nodes","Logger 9500, 19 Kirkton Road","21.000000","28.429415","Default Known Flow Node","Known Flow","234254.861316","678069.742260","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002154","Nodes","2154","21.000000","28.429415","Default Known Flow Node","Known Flow","234235.889894","678058.357715","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002157","Nodes","2157","21.000000","28.840938","Default Known Flow Node","Known Flow","234255.921899","677898.459672","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002158","Nodes","2158","21.000000","28.729379","Default Known Flow Node","Known Flow","234256.718900","677900.218672","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002170","Nodes","2170","21.000000","28.964230","DDS demands","Known Flow","234185.872130","678076.694701","","0.000000","","","","","-3.920000","","","","-3.505334","-3.920000","","","","","","","D1 PROFILE","","",""
"62505100002163","Nodes","2163","21.000000","28.022500","DDS demands","Known Flow","234205.287886","678027.141707","","0.000000","","","","","-3.229999","","","","-2.888323","-3.229999","","","","","","","D1 PROFILE","","",""
"62505100002165","Nodes","2165","21.000000","31.195703","Default Known Flow Node","Known Flow","234161.738718","677939.158324","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002176","Nodes","2176","21.000000","30.077437","Default Known Flow Node","Known Flow","234295.396074","677879.710590","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002169","Nodes","2169","21.000000","28.964230","Default Known Flow Node","Known Flow","234212.785888","678094.339725","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002133","Nodes","2133","21.000000","28.634949","Default Known Flow Node","Known Flow","234258.602900","678004.793701","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002177","Nodes","2177","21.000000","28.715620","Default Known Flow Node","Known Flow","234256.922385","677993.658627","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002173","Nodes","2173","0.000000","28.769626","Default Known Flow Node","Known Flow","234280.781344","678024.210473","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002175","Nodes","2175","21.000000","30.069884","Default Known Flow Node","Known Flow","234286.151908","677884.251668","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002059","Nodes","2059","21.000000","32.229172","Default Known Flow Node","Known Flow","234103.386858","678141.107738","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002204","Nodes","2204","21.000000","35.545663","Default Known Flow Node","Known Flow","234292.454909","681030.462524","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002205","Nodes","2205","21.000000","35.762711","DDS demands","Known Flow","234397.829938","681101.212543","","0.000000","","","","","-2.499999","","","","-2.235544","-2.499999","","","","","","","D1 PROFILE","","",""
"62505100002208","Nodes","2208","21.000000","34.711160","Default Known Flow Node","Known Flow","234253.302157","680778.003261","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002209","Nodes","2209","21.000000","34.360951","Default Known Flow Node","Known Flow","234250.226057","680641.311630","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002250","Nodes","2250","21.000000","24.117891","Default Known Flow Node","Known Flow","234961.888092","677074.542448","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002251","Nodes","2251","21.000000","24.117891","Default Known Flow Node","Known Flow","234962.083092","677073.868447","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002252","Nodes","2252","21.000000","24.144484","Default Known Flow Node","Known Flow","234974.222095","677031.187436","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002253","Nodes","2253","21.000000","24.156558","Default Known Flow Node","Known Flow","234968.051093","677028.780435","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002262","Nodes","2262","21.000000","24.118178","Default Known Flow Node","Known Flow","234974.486095","677033.888437","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002264","Nodes","2264","21.000000","23.922806","Default Known Flow Node","Known Flow","234993.148100","676982.287423","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002269","Nodes","2269","21.000000","24.160754","Default Known Flow Node","Known Flow","234954.190089","677074.416448","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002270","Nodes","2270","21.000000","23.971069","Default Known Flow Node","Known Flow","234985.300098","677003.173428","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002207","Nodes","2207","21.000000","34.483489","Default Known Flow Node","Known Flow","234277.546667","680666.686710","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100002151","Nodes","2151","21.000000","32.269892","DDS demands","Known Flow","234110.545181","678082.259167","","0.000000","","","","","-5.659999","","","","-5.061273","-5.659999","","","","","","","D1 PROFILE","","",""
"62505100000022","Nodes","22","21.000000","32.230902","DDS demands","Known Flow","234104.575358","678133.408936","","0.000000","","","","","-3.579999","","","","-3.201299","-3.579999","","","","","","","D1 PROFILE","","",""
"62505100000039","Nodes","39","21.000000","28.875385","DDS demands","Known Flow","234249.947856","677900.692345","","0.000000","","","","","-13.060000","","","","-11.678486","-13.060000","","","","","","","D1 PROFILE","","",""
"62505100000199","Nodes","199","21.000000","28.610807","Default Known Flow Node","Known Flow","234249.897996","678005.886881","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000038","Nodes","38","21.000000","30.068992","DDS demands","Known Flow","234288.019164","677882.256225","","0.000000","","","","","-6.989999","","","","-6.250582","-6.989999","","","","","","","D1 PROFILE","","",""
"62505100000157","Nodes","157","21.000000","24.199583","DDS demands","Known Flow","234978.325000","676993.960000","","0.000000","","","","","-5.919999","","","","-5.293770","-5.919999","","","","","","","D1 PROFILE","","",""
"62505100000182","Nodes","182","21.000000","34.326599","Default Known Flow Node","Known Flow","234206.920840","680617.026348","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62505100000123","Nodes","123","21.000000","23.164021","DDS demands","Known Flow","234851.700000","677022.835000","","0.000000","","","","","-16.899999","","","","-15.112282","-16.899999","","","","","","","D1 PROFILE","","",""
"62505100000192","Nodes","192","21.000000","24.080687","Default Known Flow Node","Known Flow","234630.200000","677334.335000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
