"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"60207201462469","Nodes","1462469","21.000000","28.278834","Default Known Flow Node","Known Flow","327949.317599","728488.222953","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200000037","Nodes","37","21.000000","28.196021","DDS demands","Known Flow","327964.063352","728481.935054","","0.000000","","","","","","-9.620000","","","","-8.602376","-9.620000","","","","","","","","D1 PROFILE","","",""
"60207200000043","Nodes","43","21.000000","27.297277","DDS demands","Known Flow","328205.056463","728409.829416","","0.000000","","","","","","-6.679999","","","","-5.973375","-6.679999","","","","","","","","D1 PROFILE","","",""
"60207200000042","Nodes","42","21.000000","27.524398","DDS demands","Known Flow","328154.853450","728465.657432","","0.000000","","","","","","-8.180000","","","","-7.314702","-8.180000","","","","","","","","D1 PROFILE","","",""
"60207200000011","Nodes","11","21.000000","29.556020","DDS demands","Known Flow","327821.249442","728597.197114","","0.000000","","","","","","-11.870000","","","","-10.614366","-11.870000","","","","","","","","D1 PROFILE","","",""
"60207200000010","Nodes","10","21.000000","29.927733","DDS demands","Known Flow","327705.078327","728523.236447","","0.000000","","","","","","-3.479999","","","","-3.111878","-3.479999","","","","","","","","D1 PROFILE","","",""
"60207201462470","Nodes","QUARRYKNOWE CRESCENT, Maximo 776521, 4.23scmh (div load)","21.000000","29.000748","Point Loads","Known Flow","327977.914401","728626.985476","","0.000000","","","","","","","","-4.230000","","0.000000","0.000000","","","","","","","","","","PL-AF PROFILE",""
"60207210000035","Nodes","10000035","21.000000","28.957488","Default Known Flow Node","Known Flow","327942.907392","728614.853472","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60207200000001","Nodes","INCHTURE DISTRICT D.G., ID 1703, Tel. 01828687820","21.000000","30.000000","Default Known Pressure Node","Known Pressure","327687.599322","728507.982443","","999998.967025","","","","","","","","","","355.746704","397.830008","","","","","","","","","","",""
"60207200000013","Nodes","13","21.000000","29.432802","DDS demands","Known Flow","327832.519139","728581.144490","","0.000000","","","","","","-11.669999","","","","-10.435522","-11.669999","","","","","","","","D1 PROFILE","","",""
"60207200000015","Nodes","15","21.000000","28.900735","DDS demands","Known Flow","327881.780375","728503.895442","","0.000000","","","","","","-15.479999","","","","-13.842492","-15.479999","","","","","","","","D1 PROFILE","","",""
"60207200000014","Nodes","14","21.000000","29.091568","DDS demands","Known Flow","327884.140376","728565.728459","","0.000000","","","","","","-6.710000","","","","-6.000202","-6.710000","","","","","","","","D1 PROFILE","","",""
"60207200000016","Nodes","16","21.000000","28.914233","DDS demands","Known Flow","327923.552387","728564.017458","","0.000000","","","","","","-15.670000","","","","-14.012395","-15.670000","","","","","","","","D1 PROFILE","","",""
"60207200000017","Nodes","17","21.000000","28.747241","DDS demands","Known Flow","327966.579398","728568.338460","","0.000000","","","","","","-6.959999","","","","-6.223756","-6.959999","","","","","","","","D1 PROFILE","","",""
"60207200000046","Nodes","46","21.000000","28.142044","DDS demands","Known Flow","327999.346407","728731.035504","","0.000000","","","","-1.850000","","-12.310000","","","","-12.662125","-14.160000","","","","","","C4 PROFILE","","D1 PROFILE","","",""
"60207200000058","Nodes","58","21.000000","28.873371","Default Known Flow Node","Known Flow","327964.216398","728710.285498","","0.000000","","","","","","-18.059999","","","","-16.149575","-18.059999","","","","","","","","D1 PROFILE","","",""
"60207200000012","Nodes","12","21.000000","29.374031","DDS demands","Known Flow","327945.864877","728698.434698","","0.000000","","","-3.270000","","","-8.169999","","","","-10.229853","-11.440000","","","","","C3 PROFILE","","","D1 PROFILE","","",""
