"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)"
"60202600000054","Nodes","54,","21.000000","29.358844","DDS demands","Known Flow","318755.143892","684967.199595","","0.000000","","","","","-9.760000","","","-8.727566","-9.760000","","","","","","","D1 PROFILE","",""
"60202600000055","Nodes","55,","21.000000","29.387701","DDS demands","Known Flow","318680.158871","684977.371598","","0.000000","","","","","-5.389999","","","-4.819834","-5.389999","","","","","","","D1 PROFILE","",""
"60202600000117","Nodes","117,","21.000000","31.028176","DDS demands","Known Flow","318230.804343","685490.188153","","0.000000","","","","","","","-6.000000","-5.365307","-6.000000","","","","","","","","","I2 PROFILE"
"60202600000149","Nodes","149,","21.000000","27.902580","Default Known Flow Node","Known Flow","316880.500130","686957.363512","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60202600000205","Nodes","205,","21.000000","30.995186","Default Known Flow Node","Known Flow","317563.092719","686388.202604","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60202600000204","Nodes","204,","21.000000","30.590465","DDS demands","Known Flow","317646.265686","686316.237590","","0.000000","","","","","-1.019999","","","-0.912102","-1.019999","","","","","","","D1 PROFILE","",""
"60202600000048","Nodes","48,","21.000000","30.120434","Default Known Flow Node","Known Flow","317922.391665","686235.500940","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60202600000203","Nodes","203,","21.000000","29.682651","Default Known Flow Node","Known Flow","318146.452738","686129.335999","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60202600000056","Nodes","56,","21.000000","29.215914","DDS demands","Known Flow","318716.099976","684898.408255","","0.000000","","","","","-18.440000","","","-16.489378","-18.440000","","","","","","","D1 PROFILE","",""
"60202600000058","Nodes","58,","21.000000","29.202798","DDS demands","Known Flow","318703.117878","684813.664554","","0.000000","","","","","-5.320000","","","-4.757239","-5.320000","","","","","","","D1 PROFILE","",""
